Fuel Type Code,City,State,ZIP_Code,Status Code,EV Level2 EVSE Num,EV DC Fast Count,EV Network,ID,Open Date
ELEC,Stafford,VA,22554,E,6,0,Blink Network,238077,8/20/2022
ELEC,Clearwater,FL,33756,E,2,0,Blink Network,238079,10/12/2022
ELEC,Camp Hill,PA,17011,E,2,0,Blink Network,238081,8/24/2022
ELEC,Harrisburg,PA,17110,E,2,0,Blink Network,238082,8/24/2022
ELEC,North San Juan,CA,95960,E,2,0,Blink Network,238085,9/15/2022
ELEC,Boynton Beach,FL,33436,E,4,0,Blink Network,238086,10/11/2022
ELEC,Harrisonburg,VA,22802,E,4,0,Blink Network,238087,9/26/2022
ELEC,Charleston,WV,25301,E,4,0,Blink Network,238088,9/19/2022
ELEC,Shelton,WA,98584,E,2,0,Blink Network,238089,9/28/2022
ELEC,Culver City,CA,90232,E,7,0,Blink Network,238090,9/22/2022
ELEC,Cambridge,MA,02139,E,4,0,Blink Network,238091,6/30/2022
ELEC,Miami,FL,33128,E,2,0,Blink Network,238095,12/15/2022
ELEC,Atlanta,GA,30312,E,1,0,Blink Network,238096,10/12/2022
ELEC,Plano,TX,75025,E,3,0,Blink Network,238097,4/28/2022
ELEC,Newport,OR,97365,E,2,0,Blink Network,238100,10/6/2022
ELEC,Valdosta,GA,31605,E,2,0,Blink Network,238103,11/29/2022
ELEC,Chantilly,VA,20153,E,4,0,Blink Network,238104,11/29/2022
ELEC,Omaha,NE,68118,E,9,0,Blink Network,238107,12/1/2022
ELEC,Miami,FL,33142,E,2,0,Blink Network,238110,10/16/2022
ELEC,Plano,TX,75074,E,2,0,Blink Network,238114,5/4/2022
ELEC,New Rochelle,NY,10801,E,27,0,Blink Network,238115,9/20/2022
ELEC,Huntsville,TX,77340,E,4,0,Blink Network,238117,11/2/2022
ELEC,Winston Salem,NC,27103,E,2,0,Blink Network,238118,3/26/2022
ELEC,Columbus,NE,68601,E,2,0,ChargePoint Network,238119,12/15/2022
ELEC,Columbus,NE,68601,E,2,0,ChargePoint Network,238120,12/15/2022
ELEC,Salinas,CA,93905,E,2,0,ChargePoint Network,238121,12/15/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238122,12/15/2022
ELEC,Clearwater,FL,33760,E,2,0,ChargePoint Network,238125,12/15/2022
ELEC,Clearwater,FL,33760,E,2,0,ChargePoint Network,238126,12/15/2022
ELEC,Schenectady,NY,12306,E,2,0,ChargePoint Network,238131,12/15/2022
ELEC,Lebanon,NH,03766,E,2,0,ChargePoint Network,238132,12/15/2022
ELEC,Atlanta,GA,30339,E,2,0,ChargePoint Network,238134,12/15/2022
ELEC,Providence,RI,02907,E,2,0,ChargePoint Network,238136,12/15/2022
ELEC,Keystone,CO,80435,E,2,0,ChargePoint Network,238137,12/15/2022
ELEC,South Pittsburg,TN,37380,E,2,0,ChargePoint Network,238138,12/15/2022
ELEC,Rochester,NY,14623,E,2,0,ChargePoint Network,238139,12/15/2022
ELEC,Rochester,NY,14623,E,2,0,ChargePoint Network,238140,12/15/2022
ELEC,Hanford,CA,93230,E,1,0,ChargePoint Network,238141,12/15/2022
ELEC,Rochester,NY,14623,E,2,0,ChargePoint Network,238142,12/15/2022
ELEC,Ridgefield,WA,98642,E,2,0,ChargePoint Network,238143,12/15/2022
ELEC,Plano,TX,75024,E,2,0,ChargePoint Network,238144,12/15/2022
ELEC,Plano,TX,75024,E,2,0,ChargePoint Network,238145,12/15/2022
ELEC,Plano,TX,75024,E,2,0,ChargePoint Network,238146,12/15/2022
ELEC,Bethesda,MD,20814,E,4,0,SWTCH,238156,7/9/2025
ELEC,BARTLESVILLE,OK,74006,E,0,1,EV Connect,238164,12/16/2022
ELEC,Holyoke,CO,80734,E,2,0,Non-Networked,238193,12/14/2022
ELEC,Boulder,CO,80303,E,2,0,Non-Networked,238194,12/14/2022
ELEC,Louisville,CO,80027,E,1,0,Non-Networked,238195,12/15/2022
ELEC,Louisville,CO,80027,E,2,0,Non-Networked,238196,12/15/2022
ELEC,Westminster,CO,80031,E,2,0,Non-Networked,238197,12/15/2022
ELEC,Ashland,OR,97520,E,0,1,Non-Networked,238198,12/15/2022
ELEC,Anaheim,CA,92805,E,0,16,Tesla,238199,12/8/2022
ELEC,Big Spring,TX,79720,E,0,16,Tesla,238200,12/9/2022
ELEC,Sebastian,FL,32958,E,0,8,Tesla,238201,12/9/2022
ELEC,Needles,CA,92363,E,0,12,Tesla,238202,12/10/2022
ELEC,Boca Raton,FL,33431,E,0,12,Tesla,238203,12/10/2022
ELEC,Katy,TX,77494,E,0,24,Tesla,238204,12/10/2022
ELEC,Falmouth,ME,04105,E,0,8,Tesla,238205,12/10/2022
ELEC,Red Oak,TX,75154,E,0,16,Tesla,238206,12/12/2022
ELEC,College Station,TX,77840,E,0,8,Tesla,238207,12/13/2022
ELEC,Edison,NJ,08817,E,0,8,Tesla,238208,12/13/2022
ELEC,Downingtown,PA,19335,E,0,8,Tesla,238209,12/13/2022
ELEC,Sherman Oaks,CA,91403,E,0,40,Tesla,238210,12/13/2022
ELEC,Fresno,CA,93720,E,0,4,EVCS,238211,12/14/2022
ELEC,Hobart,OK,73651,E,0,4,FCN,238212,12/14/2022
ELEC,Revere,MA,02151,E,0,4,eVgo Network,238219,12/16/2022
ELEC,Clarkdale,AZ,86324,E,2,0,Blink Network,238220,9/16/2022
ELEC,Valhalla,NY,10595,E,1,0,ChargePoint Network,238221,12/16/2022
ELEC,Valhalla,NY,10595,E,2,0,ChargePoint Network,238222,12/16/2022
ELEC,Salinas,CA,93905,E,2,0,ChargePoint Network,238223,12/16/2022
ELEC,Atlanta,GA,30329,E,2,0,ChargePoint Network,238225,12/16/2022
ELEC,Atlanta,GA,30329,E,2,0,ChargePoint Network,238226,12/16/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238227,12/16/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238228,12/16/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238229,12/16/2022
ELEC,San Francisco,CA,94109,E,1,0,ChargePoint Network,238230,12/16/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238231,12/16/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238232,12/16/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238233,12/16/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238234,12/16/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238235,12/16/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238236,12/16/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238237,12/16/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238238,12/16/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238239,12/16/2022
ELEC,Larchmont,NY,10538,E,2,0,ChargePoint Network,238241,12/16/2022
ELEC,Weston,FL,33332,E,2,0,ChargePoint Network,238242,12/16/2022
ELEC,Weston,FL,33332,E,2,0,ChargePoint Network,238243,12/16/2022
ELEC,Tewksbury,MA,01876,E,2,0,ChargePoint Network,238246,12/16/2022
ELEC,Tewksbury,MA,01876,E,2,0,ChargePoint Network,238247,12/16/2022
ELEC,Tewksbury,MA,01876,E,2,0,ChargePoint Network,238248,12/16/2022
ELEC,Bakersfield,CA,93301,E,1,0,ChargePoint Network,238249,12/16/2022
ELEC,Bakersfield,CA,93301,E,1,0,ChargePoint Network,238251,12/16/2022
ELEC,Austin,TX,78703,E,2,0,ChargePoint Network,238253,12/16/2022
ELEC,Austin,TX,78703,E,2,0,ChargePoint Network,238254,12/16/2022
ELEC,Austin,TX,78703,E,2,0,ChargePoint Network,238255,12/16/2022
ELEC,Columbus,OH,43215,E,2,0,ChargePoint Network,238256,12/16/2022
ELEC,Columbus,OH,43215,E,2,0,ChargePoint Network,238257,12/16/2022
ELEC,Merriam,KS,66202,E,2,0,ChargePoint Network,238258,12/16/2022
ELEC,Plymouth Meeting,PA,19462,E,2,0,ChargePoint Network,238259,12/16/2022
ELEC,Farmers Branch,TX,75244,E,2,0,ChargePoint Network,238263,12/16/2022
ELEC,Newton,MA,02458,E,2,0,ChargePoint Network,238264,12/16/2022
ELEC,Bellingham,WA,98229,E,2,0,ChargePoint Network,238265,12/16/2022
ELEC,New Orleans,LA,70126,E,2,0,ChargePoint Network,238268,12/16/2022
ELEC,New Orleans,LA,70118,E,2,0,ChargePoint Network,238269,12/16/2022
ELEC,Anahola,HI,96703,E,2,0,ChargePoint Network,238270,12/16/2022
ELEC,Tecumseh,MI,49826,E,2,0,ChargePoint Network,238272,12/16/2022
ELEC,O Fallon,MO,63368,E,0,1,eVgo Network,238286,12/17/2022
ELEC,Columbia,MO,65203,E,1,0,Blink Network,238287,12/14/2022
ELEC,Ellicott City,MD,21042,E,1,0,Blink Network,238288,11/21/2022
ELEC,Santa Cruz,CA,95060,E,2,0,Blink Network,238289,12/12/2022
ELEC,Tuckahoe,NY,10707,E,4,0,Blink Network,238290,11/22/2022
ELEC,Tuckahoe,NY,10707,E,4,0,Blink Network,238291,11/21/2022
ELEC,Holden Beach,NC,28462,E,1,0,ChargePoint Network,238294,12/17/2022
ELEC,Lehi,UT,84043,E,2,0,ChargePoint Network,238296,12/17/2022
ELEC,Fairfax,VA,22030,E,2,0,ChargePoint Network,238297,12/17/2022
ELEC,Columbus,OH,43215,E,2,0,ChargePoint Network,238298,12/17/2022
ELEC,Columbus,OH,43215,E,2,0,ChargePoint Network,238299,12/17/2022
ELEC,Rockford,IL,61101,E,4,0,Blink Network,238313,12/2/2022
ELEC,Ephraim,WI,54211,E,2,0,Blink Network,238315,7/20/2022
ELEC,Cortland,NY,13045,E,2,0,Blink Network,238317,11/2/2022
ELEC,Manhattan Beach,CA,90266,E,1,0,ChargePoint Network,238318,12/19/2022
ELEC,Bonita Springs,FL,34134,E,2,0,ChargePoint Network,238319,12/19/2022
ELEC,Avondale,AZ,85323,E,2,0,ChargePoint Network,238321,12/19/2022
ELEC,Lebanon,NH,03766,E,2,0,ChargePoint Network,238322,12/19/2022
ELEC,Dublin,CA,94568,E,2,0,ChargePoint Network,238323,12/19/2022
ELEC,Dublin,CA,94568,E,2,0,ChargePoint Network,238324,12/19/2022
ELEC,Waterford,NY,12188,E,2,0,ChargePoint Network,238325,12/19/2022
ELEC,Waterford,NY,12188,E,2,0,ChargePoint Network,238326,12/19/2022
ELEC,Waterford,NY,12188,E,2,0,ChargePoint Network,238327,12/19/2022
ELEC,Dublin,CA,94568,E,2,0,ChargePoint Network,238328,12/19/2022
ELEC,Dublin,CA,94568,E,2,0,ChargePoint Network,238329,12/19/2022
ELEC,Dublin,CA,94568,E,2,0,ChargePoint Network,238330,12/19/2022
ELEC,Dublin,CA,94568,E,2,0,ChargePoint Network,238331,12/19/2022
ELEC,Ontario,CA,91761,E,1,0,ChargePoint Network,238332,12/19/2022
ELEC,Ontario,CA,91761,E,2,0,ChargePoint Network,238335,12/19/2022
ELEC,Newton,MA,02458,E,2,0,ChargePoint Network,238337,12/19/2022
ELEC,Huntsville,AL,35805,E,2,0,ChargePoint Network,238338,12/19/2022
ELEC,Lihue,HI,96766,E,2,0,ChargePoint Network,238339,12/19/2022
ELEC,New Orleans,LA,70112,E,2,0,ChargePoint Network,238340,12/19/2022
ELEC,New Orleans,LA,70118,E,2,0,ChargePoint Network,238341,12/19/2022
ELEC,New Orleans,LA,70118,E,2,0,ChargePoint Network,238342,12/19/2022
ELEC,Plano,TX,75024,E,2,0,ChargePoint Network,238343,12/19/2022
ELEC,San Luis Obispo,CA,93407,E,2,0,ChargePoint Network,238344,12/19/2022
ELEC,San Luis Obispo,CA,93407,E,2,0,ChargePoint Network,238345,12/19/2022
ELEC,San Luis Obispo,CA,93407,E,2,0,ChargePoint Network,238346,12/19/2022
ELEC,San Luis Obispo,CA,93407,E,2,0,ChargePoint Network,238347,12/19/2022
ELEC,San Luis Obispo,CA,93407,E,2,0,ChargePoint Network,238348,12/19/2022
ELEC,San Luis Obispo,CA,93407,E,2,0,ChargePoint Network,238349,12/19/2022
ELEC,San Luis Obispo,CA,93405,E,2,0,ChargePoint Network,238350,12/19/2022
ELEC,Leeds,AL,35094,E,0,4,Electrify America,238358,12/19/2022
ELEC,Tigard,OR,97233,E,10,0,OpConnect,238364,12/20/2022
ELEC,Orlando,FL,32819,E,2,0,EV Connect,238372,12/20/2022
ELEC,North Conway,NH,03860,E,2,0,EV Connect,238374,12/20/2022
ELEC,Humble,TX,77396,E,2,0,UNIVERSAL,238406,12/8/2022
ELEC,Channel View,TX,77530,E,2,0,UNIVERSAL,238407,12/9/2022
ELEC,Houston,TX,77090,E,2,0,UNIVERSAL,238408,12/9/2022
ELEC,Stafford,TX,77477,E,2,0,UNIVERSAL,238409,12/13/2022
ELEC,Plano,TX,75074,E,2,0,UNIVERSAL,238410,11/29/2022
ELEC,Temple,TX,76504,E,2,0,UNIVERSAL,238411,12/1/2022
ELEC,The Colony,TX,75056,E,2,0,UNIVERSAL,238412,12/2/2022
ELEC,Fort Worth,TX,76140,E,2,0,UNIVERSAL,238413,12/2/2022
ELEC,Houston,TX,77032,E,2,0,UNIVERSAL,238414,12/7/2022
ELEC,Fort Worth,TX,76132,E,2,0,UNIVERSAL,238415,11/10/2022
ELEC,Fort Worth,TX,76116,E,2,0,UNIVERSAL,238416,11/10/2022
ELEC,Fort Worth,TX,76137,E,2,0,UNIVERSAL,238417,11/17/2022
ELEC,Fort Worth,TX,76137,E,2,0,UNIVERSAL,238418,11/17/2022
ELEC,Benbrook,TX,76126,E,2,0,UNIVERSAL,238419,11/18/2022
ELEC,Woodway,TX,76712,E,2,0,UNIVERSAL,238420,11/21/2022
ELEC,Dawsonville,GA,30534,E,2,0,Blink Network,238422,7/1/2022
ELEC,Libertyville,IL,60048,E,4,0,Blink Network,238425,10/12/2022
ELEC,Chatham Township,NJ,07928,E,2,0,Blink Network,238426,11/22/2022
ELEC,Chatham Township,NJ,07928,E,2,0,Blink Network,238427,11/22/2022
ELEC,Anaheim,CA,92807,E,2,0,ChargePoint Network,238428,12/20/2022
ELEC,Kingston,RI,02881,E,2,0,ChargePoint Network,238429,12/20/2022
ELEC,Kirkwood,MO,63122,E,1,0,ChargePoint Network,238431,12/20/2022
ELEC,Aspen,CO,81611,E,2,0,ChargePoint Network,238432,12/20/2022
ELEC,Snowmass Village,CO,81615,E,2,0,ChargePoint Network,238433,12/20/2022
ELEC,Plano,TX,75075,E,2,0,ChargePoint Network,238435,12/20/2022
ELEC,Lebanon,NJ,08833,E,2,0,ChargePoint Network,238441,12/20/2022
ELEC,Mesa,AZ,85212,E,2,0,ChargePoint Network,238444,12/20/2022
ELEC,Breckenridge,CO,80424,E,2,0,ChargePoint Network,238445,12/20/2022
ELEC,Breckenridge,CO,80424,E,2,0,ChargePoint Network,238446,12/20/2022
ELEC,Fairlawn,OH,44333,E,0,1,ChargePoint Network,238447,12/20/2022
ELEC,Scottsdale,AZ,85258,E,2,0,ChargePoint Network,238448,12/20/2022
ELEC,Scottsdale,AZ,85258,E,2,0,ChargePoint Network,238449,12/20/2022
ELEC,Delray Beach,FL,33444,E,2,0,ChargePoint Network,238451,12/20/2022
ELEC,Dublin,CA,94568,E,2,0,ChargePoint Network,238453,12/20/2022
ELEC,Dublin,CA,94568,E,2,0,ChargePoint Network,238454,12/20/2022
ELEC,Napa,CA,94558,E,2,0,ChargePoint Network,238455,12/20/2022
ELEC,Jeffersonville,IN,47130,E,2,0,ChargePoint Network,238456,12/20/2022
ELEC,Lauderhill,FL,33313,E,2,0,ChargePoint Network,238457,12/20/2022
ELEC,Worcester,MA,01606,E,2,0,ChargePoint Network,238458,12/20/2022
ELEC,Worcester,MA,01606,E,2,0,ChargePoint Network,238459,12/20/2022
ELEC,Plano,TX,75024,E,2,0,ChargePoint Network,238460,12/20/2022
ELEC,Plano,TX,75024,E,1,0,ChargePoint Network,238461,12/20/2022
ELEC,Plano,TX,75024,E,2,0,ChargePoint Network,238462,12/20/2022
ELEC,Plano,TX,75024,E,2,0,ChargePoint Network,238463,12/20/2022
ELEC,Plano,TX,75024,E,2,0,ChargePoint Network,238464,12/20/2022
ELEC,Plano,TX,75024,E,2,0,ChargePoint Network,238465,12/20/2022
ELEC,Plano,TX,75024,E,2,0,ChargePoint Network,238466,12/20/2022
ELEC,Plano,TX,75024,E,2,0,ChargePoint Network,238467,12/20/2022
ELEC,Plano,TX,75024,E,2,0,ChargePoint Network,238468,12/20/2022
ELEC,New Orleans,LA,70118,E,2,0,ChargePoint Network,238469,12/20/2022
ELEC,Plano,TX,75024,E,2,0,ChargePoint Network,238470,12/20/2022
ELEC,New Orleans,LA,70118,E,2,0,ChargePoint Network,238472,12/20/2022
ELEC,Plano,TX,75024,E,2,0,ChargePoint Network,238473,12/20/2022
ELEC,Plano,TX,75024,E,2,0,ChargePoint Network,238474,12/20/2022
ELEC,Osceola,AR,72370,E,2,0,ChargePoint Network,238475,12/20/2022
ELEC,Osceola,AR,72370,E,2,0,ChargePoint Network,238476,12/20/2022
ELEC,Osceola,AR,72370,E,2,0,ChargePoint Network,238477,12/20/2022
ELEC,Osceola,AR,72370,E,2,0,ChargePoint Network,238478,12/20/2022
ELEC,Osceola,AR,72370,E,2,0,ChargePoint Network,238479,12/20/2022
ELEC,Osceola,AR,72370,E,2,0,ChargePoint Network,238480,12/20/2022
ELEC,Brookhaven,GA,30329,E,0,1,ChargePoint Network,238481,12/20/2022
ELEC,Brookhaven,GA,30329,E,0,1,ChargePoint Network,238482,12/20/2022
ELEC,San Luis Obispo,CA,93405,E,2,0,ChargePoint Network,238483,12/20/2022
ELEC,Lawrence,KS,66047,E,0,1,ChargePoint Network,238486,12/20/2022
ELEC,Lawrence,KS,66047,E,0,1,ChargePoint Network,238487,12/20/2022
ELEC,Sedona,AZ,86336,E,0,4,Electrify America,238497,12/20/2022
ELEC,Winslow,AZ,86047,E,2,0,Blink Network,238503,10/11/2022
ELEC,Stroudsburg,PA,18360,E,1,0,Blink Network,238504,12/1/2022
ELEC,Baltimore,MD,21230,E,2,0,Blink Network,238506,8/15/2022
ELEC,Twin Falls,ID,83301,E,0,1,ChargePoint Network,238511,12/21/2022
ELEC,Goshen,IN,46526,E,2,0,ChargePoint Network,238513,12/21/2022
ELEC,Albany,NY,12205,E,0,1,ChargePoint Network,238514,12/21/2022
ELEC,Albany,NY,12205,E,0,1,ChargePoint Network,238515,12/21/2022
ELEC,Alexandria,VA,22305,E,2,0,ChargePoint Network,238516,12/21/2022
ELEC,Waterford,NY,12188,E,2,0,ChargePoint Network,238517,12/21/2022
ELEC,Mishawaka,IN,46545,E,0,1,ChargePoint Network,238519,12/21/2022
ELEC,Danbury,CT,06810,E,2,0,ChargePoint Network,238520,12/21/2022
ELEC,Lauderhill,FL,33313,E,2,0,ChargePoint Network,238521,12/21/2022
ELEC,Jacksonville,IL,62650,E,2,0,ChargePoint Network,238522,12/21/2022
ELEC,Carson,CA,90745,E,0,1,ChargePoint Network,238523,12/21/2022
ELEC,Oakhurst,CA,93644,E,2,0,ChargePoint Network,238527,12/21/2022
ELEC,Oakhurst,CA,93644,E,2,0,ChargePoint Network,238528,12/21/2022
ELEC,Waterford,NY,12188,E,2,0,ChargePoint Network,238529,12/21/2022
ELEC,New Orleans,LA,70118,E,2,0,ChargePoint Network,238530,12/21/2022
ELEC,New Orleans,LA,70125,E,2,0,ChargePoint Network,238531,12/21/2022
ELEC,New Orleans,LA,70125,E,2,0,ChargePoint Network,238532,12/21/2022
ELEC,New Orleans,LA,70130,E,2,0,ChargePoint Network,238533,12/21/2022
ELEC,Valdosta,GA,31601,E,0,1,ChargePoint Network,238534,12/21/2022
ELEC,AUBURN,ME,04210,E,0,1,EV Connect,238543,12/22/2022
ELEC,Mayfield,OH,44143,E,4,0,Non-Networked,238559,12/19/2022
ELEC,Shepherdsville,KY,40165,E,2,0,Non-Networked,238560,12/20/2022
ELEC,Winchester,KY,40391,E,2,0,Non-Networked,238561,12/20/2022
ELEC,Lebanon,KY,40033,E,2,0,Non-Networked,238562,12/20/2022
ELEC,Elizabethtown,KY,42701,E,2,0,Non-Networked,238563,12/20/2022
ELEC,Louisville,KY,40205,E,2,0,Non-Networked,238564,6/1/2022
ELEC,Walla Walla,WA,99362,E,8,0,Non-Networked,238565,12/22/2022
ELEC,Melissa,TX,75454,E,0,8,Tesla,238567,12/15/2022
ELEC,McKinney,TX,75071,E,0,8,Tesla,238568,12/15/2022
ELEC,Coalinga,CA,93210,E,0,80,Tesla,238569,12/16/2022
ELEC,Valencia,CA,91355,E,0,8,Tesla,238570,12/16/2022
ELEC,Lake Elsinore,CA,92532,E,0,16,Tesla,238571,12/16/2022
ELEC,Cranberry Township,PA,16066,E,0,12,Tesla,238572,12/16/2022
ELEC,Mesa,AZ,85204,E,0,12,Tesla,238573,12/16/2022
ELEC,North Bergen,NJ,07047,E,0,8,Tesla,238574,12/16/2022
ELEC,Little Ferry,NJ,07643,E,0,12,Tesla,238575,12/16/2022
ELEC,Beaumont,CA,92223,E,0,24,Tesla,238576,12/17/2022
ELEC,Bethesda,MD,20814,E,0,12,Tesla,238577,12/18/2022
ELEC,Hancock,NY,13783,E,0,8,Tesla,238578,12/19/2022
ELEC,St. Augustine,FL,32092,E,0,12,Tesla,238579,12/20/2022
ELEC,Perth Amboy,NJ,08861,E,0,8,Tesla,238580,12/20/2022
ELEC,Tustin,CA,92782,E,0,7,Tesla,238581,12/21/2022
ELEC,Victorville,CA,92395,E,0,16,Tesla,238582,12/21/2022
ELEC,Appleton,WI,54913,E,0,8,Tesla,238583,12/21/2022
ELEC,North Richland Hills,TX,76182,E,0,8,Tesla,238584,12/21/2022
ELEC,San Diego,CA,92111,E,0,12,Tesla,238585,12/21/2022
ELEC,Two Harbors,MN,55616,E,0,8,Tesla,238586,12/21/2022
ELEC,Freetown,MA,02720,E,0,8,Tesla,238587,12/22/2022
ELEC,Providence,RI,02903,E,0,8,Tesla,238588,12/22/2022
ELEC,Newport Beach,CA,92657,E,1,0,ChargePoint Network,238611,12/22/2022
ELEC,Braintree,MA,02184,E,2,0,ChargePoint Network,238612,12/22/2022
ELEC,Tustin,CA,92782,E,1,0,ChargePoint Network,238613,12/22/2022
ELEC,Bangor,ME,04401,E,0,1,ChargePoint Network,238631,12/22/2022
ELEC,Lubbock,TX,79415,E,2,0,ChargePoint Network,238632,12/22/2022
ELEC,Lubbock,TX,79415,E,2,0,ChargePoint Network,238633,12/22/2022
ELEC,Austin,TX,78704,E,2,0,ChargePoint Network,238634,12/22/2022
ELEC,Denton,TX,76201,E,2,0,ChargePoint Network,238637,12/22/2022
ELEC,Grand Haven,MI,49417,E,2,0,ChargePoint Network,238638,12/22/2022
ELEC,Grand Haven,MI,49417,E,2,0,ChargePoint Network,238639,12/22/2022
ELEC,Valdosta,GA,31601,E,2,0,ChargePoint Network,238653,12/22/2022
ELEC,Jacksonville,FL,32202,E,2,0,ChargePoint Network,238658,12/22/2022
ELEC,Jacksonville,FL,32202,E,2,0,ChargePoint Network,238659,12/22/2022
ELEC,Jacksonville,FL,32202,E,2,0,ChargePoint Network,238660,12/22/2022
ELEC,Jacksonville,FL,32202,E,2,0,ChargePoint Network,238661,12/22/2022
ELEC,Jacksonville,FL,32202,E,2,0,ChargePoint Network,238662,12/22/2022
ELEC,Payson,AZ,86322,E,0,4,Electrify America,238674,12/22/2022
ELEC,Hot Springs,AR,71913,E,1,2,EV Connect,238683,12/23/2022
ELEC,Fresno,CA,93727,E,16,0,Non-Networked,238685,12/22/2022
ELEC,Alton,IL,62002,E,0,4,eVgo Network,238688,12/23/2022
ELEC,Saint Louis,MO,63129,E,0,4,eVgo Network,238690,12/23/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238694,12/23/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238695,12/23/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238696,12/23/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238697,12/23/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238698,12/23/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238699,12/23/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238700,12/23/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238701,12/23/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238702,12/23/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238703,12/23/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238704,12/23/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238705,12/23/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238706,12/23/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238708,12/23/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238709,12/23/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238710,12/23/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238711,12/23/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238712,12/23/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238713,12/23/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238714,12/23/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238715,12/23/2022
ELEC,San Francisco,CA,94123,E,1,0,ChargePoint Network,238716,12/23/2022
ELEC,Hillsboro,OR,97123,E,2,0,ChargePoint Network,238717,12/23/2022
ELEC,Hillsboro,OR,97123,E,2,0,ChargePoint Network,238718,12/23/2022
ELEC,Temecula,CA,92591,E,2,0,ChargePoint Network,238720,12/23/2022
ELEC,Temecula,CA,92591,E,2,0,ChargePoint Network,238721,12/23/2022
ELEC,Marysville,KS,66508,E,2,0,ChargePoint Network,238725,12/23/2022
ELEC,Livonia,NY,14487,E,2,0,ChargePoint Network,238726,12/23/2022
ELEC,Findlay,OH,45840,E,2,0,EV Connect,238737,12/24/2022
ELEC,Huntsville,AL,35806,E,2,0,ChargePoint Network,238738,12/24/2022
ELEC,Little Meadows,PA,18830,E,2,0,Non-Networked,238746,12/18/2022
ELEC,Goldsboro,NC,27534,E,0,1,ChargePoint Network,238748,12/26/2022
ELEC,Cincinnati,OH,45202,E,2,0,ChargePoint Network,238749,12/26/2022
ELEC,Fort Myers,FL,33905,E,2,0,ChargePoint Network,238750,12/26/2022
ELEC,Fort Myers,FL,33905,E,2,0,ChargePoint Network,238751,12/26/2022
ELEC,Fort Myers,FL,33905,E,2,0,ChargePoint Network,238752,12/26/2022
ELEC,Northbrook,IL,60062,E,1,0,Non-Networked,238757,6/1/2022
ELEC,Apopka,FL,32703,E,0,8,eVgo Network,238762,12/27/2022
ELEC,Culver City,CA,90232,E,10,0,Blink Network,238763,3/10/2022
ELEC,Culver City,CA,90232,E,9,4,Blink Network,238764,3/12/2022
ELEC,Culver City,CA,90232,E,2,0,Blink Network,238765,4/2/2022
ELEC,Mountain View,CA,94041,E,2,0,ChargePoint Network,238767,12/27/2022
ELEC,Mountain View,CA,94041,E,2,0,ChargePoint Network,238768,12/27/2022
ELEC,Mountain View,CA,94041,E,2,0,ChargePoint Network,238769,12/27/2022
ELEC,Denver,CO,80230,E,2,0,ChargePoint Network,238770,12/27/2022
ELEC,Glendale,CO,80246,E,2,0,ChargePoint Network,238771,12/27/2022
ELEC,Glendale,CO,80246,E,2,0,ChargePoint Network,238772,12/27/2022
ELEC,Glendale,CO,80246,E,2,0,ChargePoint Network,238773,12/27/2022
